Security Control ID,Title,Description,Severity Rating,Current Region Availability,Remediation URL,Parameters,NbStandardsImplementedIn,ImplementedInStandards,Remediation URL to Crawl,Category,Resource type,AWS Config rule,Schedule type,Remediation
IAM.13,Ensure IAM password policy requires at least one symbol,"Password policies are, in part, used to enforce password complexity requirements. IAM password policies can be used to ensure passwords are comprised of different character sets. It is recommended that the password policy require at least one symbol.",MEDIUM,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/IAM.13/remediation,,2,"CIS AWS Foundations Benchmark v1.2.0, PCI DSS v4.0.1",https://docs.aws.amazon.com/securityhub/latest/userguide/iam-controls.html#iam-13,Protect > Secure access management,AWS::::Account,iam-password-policy,Periodic,"To change your password policy, see Setting an account password policy for IAM users in the IAM User Guide. For Password strength, select Require at least one nonalphanumeric character."
IAM.14,Ensure IAM password policy requires at least one number,"Password policies are, in part, used to enforce password complexity requirements. IAM password policies can be used to ensure passwords are comprised of different character sets. It is recommended that the password policy require at least one number.",MEDIUM,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/IAM.14/remediation,,2,"CIS AWS Foundations Benchmark v1.2.0, PCI DSS v4.0.1",https://docs.aws.amazon.com/securityhub/latest/userguide/iam-controls.html#iam-14,Protect > Secure access management,AWS::::Account,iam-password-policy,Periodic,"To change your password policy, see Setting an account password policy for IAM users in the IAM User Guide. For Password strength, select Require at least one number."
IAM.15,Ensure IAM password policy requires minimum password length of 14 or greater,"Password policies are, in part, used to enforce password complexity requirements. IAM password policies can be used to ensure passwords are at least a given length. It is recommended that the password policy require a minimum password length 14.",MEDIUM,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/IAM.15/remediation,,3,"CIS AWS Foundations Benchmark v1.2.0, CIS AWS Foundations Benchmark v1.4.0, CIS AWS Foundations Benchmark v3.0.0",https://docs.aws.amazon.com/securityhub/latest/userguide/iam-controls.html#iam-15,Protect > Secure access management,AWS::::Account,iam-password-policy,Periodic,"To change your password policy, see Setting an account password policy for IAM users in the IAM User Guide. For Password minimum length, enter 14 or a larger number."
IAM.16,Ensure IAM password policy prevents password reuse,IAM password policies can prevent the reuse of a given password by the same user. It is recommended that the password policy prevent the reuse of passwords.,LOW,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/IAM.16/remediation,,4,"CIS AWS Foundations Benchmark v1.2.0, CIS AWS Foundations Benchmark v1.4.0, CIS AWS Foundations Benchmark v3.0.0, PCI DSS v4.0.1",https://docs.aws.amazon.com/securityhub/latest/userguide/iam-controls.html#iam-16,Protect > Secure access management,AWS::::Account,iam-password-policy,Periodic,"To change your password policy, see Setting an account password policy for IAM users in the IAM User Guide. For Prevent password reuse, enter 24."
IAM.17,Ensure IAM password policy expires passwords within 90 days or less,IAM password policies can require passwords to be rotated or expired after a given number of days. It is recommended that the password policy expire passwords after 90 days or less.,LOW,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/IAM.17/remediation,,2,"CIS AWS Foundations Benchmark v1.2.0, PCI DSS v4.0.1",https://docs.aws.amazon.com/securityhub/latest/userguide/iam-controls.html#iam-17,Protect > Secure access management,AWS::::Account,iam-password-policy,Periodic,"To change your password policy, see Setting an account password policy for IAM users in the IAM User Guide. For Turn on password expiration, enter 90 or a smaller number."
IAM.18,Ensure a support role has been created to manage incidents with AWS Support,"AWS provides a support center that can be used for incident notification and response, as well as technical support and customer services. Create an IAM Role to allow authorized users to manage incidents with AWS Support.",LOW,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/IAM.18/remediation,,4,"CIS AWS Foundations Benchmark v1.2.0, CIS AWS Foundations Benchmark v1.4.0, CIS AWS Foundations Benchmark v3.0.0, PCI DSS v4.0.1",https://docs.aws.amazon.com/securityhub/latest/userguide/iam-controls.html#iam-18,Protect > Secure access management,AWS::::Account,iam-policy-in-use,Periodic,"To remediate this issue, create a role to allow authorized users to manage Support incidents. To create the role to use for Support accessOpen the IAM console at https://console.aws.amazon.com/iam/. In the IAM navigation pane, choose Roles, then choose Create role. For Role type, choose the Another AWS account. For Account ID, enter the AWS account ID of the AWS account to which you want to grant access to your resources. If the users or groups that will assume this role are in the same account, then enter the local account number. NoteThe administrator of the specified account can grant permission to assume this role to any user in that account. To do this, the administrator attaches a policy to the user or a group that grants permission for the sts:AssumeRole action. In that policy, the resource must be the role ARN. Choose Next: Permissions. Search for the managed policy AWSSupportAccess. Select the check box for the AWSSupportAccess managed policy. Choose Next: Tags. (Optional) To add metadata to the role, attach tags as key-value pairs. For more information about using tags in IAM, see Tagging IAM users and roles in the IAM User Guide. Choose Next: Review. For Role name, enter a name for your role. Role names must be unique within your AWS account. They are not case sensitive. (Optional) For Role description, enter a description for the new role. Review the role, then choose Create role. Show moreShow less"
IAM.19,MFA should be enabled for all IAM users,This AWS control checks whether the AWS Identity and Access Management users have multi-factor authentication (MFA) enabled.,MEDIUM,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/IAM.19/remediation,,3,"NIST Special Publication 800-53 Revision 5, PCI DSS v3.2.1, PCI DSS v4.0.1",https://docs.aws.amazon.com/securityhub/latest/userguide/iam-controls.html#iam-19,Protect > Secure access management,AWS::IAM::User,iam-user-mfa-enabled,Periodic,"To add MFA for IAM users, see Enabling MFA devices for users in AWS in the IAM User Guide."
IAM.21,IAM customer managed policies that you create should not allow wildcard actions for services,"This control checks whether the IAM identity-based custom policies have Allow statements that grant permissions for all actions on a service. The control fails if any policy statement includes ""Effect"": ""Allow"" with ""Action"": ""Service:*"".",LOW,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/IAM.21/remediation,,2,"AWS Foundational Security Best Practices v1.0.0, NIST Special Publication 800-53 Revision 5",https://docs.aws.amazon.com/securityhub/latest/userguide/iam-controls.html#iam-21,Detect > Secure access management,AWS::IAM::Policy,iam-policy-no-statements-with-full-access,Change triggered,"To remediate this issue, update your IAM policies so that they do not allow full ""*"" administrative privileges. For details about how to edit an IAM policy, see Editing IAM policies in the IAM User Guide."
IAM.22,IAM user credentials unused for 45 days should be removed,This control checks whether your IAM users have passwords or active access keys that were not used within the previous 45 days.,MEDIUM,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/IAM.22/remediation,,2,"CIS AWS Foundations Benchmark v1.4.0, CIS AWS Foundations Benchmark v3.0.0",https://docs.aws.amazon.com/securityhub/latest/userguide/iam-controls.html#iam-22,Protect > Secure access management,AWS::IAM::User,iam-user-unused-credentials-check,Periodic,"When you view user information in the IAM console, there are columns for Access key age, Password age, and Last activity. If the value in any of these columns is greater than 45 days, make the credentials for those users inactive. You can also use credential reports to monitor users and identify those with no activity for 45 or more days. You can download credential reports in .csv format from the IAM console. After you identify the inactive accounts or unused credentials, deactivate them. For instructions, see Creating, changing, or deleting an IAM user password (console) in the IAM User Guide."
IAM.23,IAM Access Analyzer analyzers should be tagged,"This control checks whether an analyzer managed by AWS Identity and Access Management Access Analyzer (IAM Access Analyzer) has tags with the specific keys defined in the parameter requiredTagKeys. The control fails if the analyzer doesn’t have any tag keys or if it doesn’t have all the keys specified in the parameter requiredTagKeys. If the parameter requiredTagKeys isn't provided, the control only checks for the existence of a tag key and fails if the analyzer isn't tagged with any key. System tags, which are automatically applied and begin with aws:, are ignored.",LOW,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/IAM.23/remediation,"Parameter: requiredTagKeys
Description: List of non-system tag keys that the evaluated resource must contain. Tag keys are case sensitive.
Type: StringList
Default Value: N/A
Min: N/A
Max: N/A
---
",1,AWS Resource Tagging Standard v1.0.0,https://docs.aws.amazon.com/securityhub/latest/userguide/iam-controls.html#iam-23,Identify > Inventory > Tagging,AWS::AccessAnalyzer::Analyzer,tagged-accessanalyzer-analyzer (custom Security Hub rule),Change triggered,"To add tags to an analyzer, see TagResource in the AWS IAM Access Analyzer API Reference."
IAM.24,IAM roles should be tagged,"This control checks whether an AWS IAM role has tags with the specific keys defined in the parameter requiredTagKeys. The control fails if the role doesn’t have any tag keys or if it doesn’t have all the keys specified in the parameter requiredTagKeys. If the parameter requiredTagKeys isn't provided, the control only checks for the existence of a tag key and fails if the role isn't tagged with any key. System tags, which are automatically applied and begin with aws:, are ignored.",LOW,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/IAM.24/remediation,"Parameter: requiredTagKeys
Description: List of non-system tag keys that the evaluated resource must contain. Tag keys are case sensitive.
Type: StringList
Default Value: N/A
Min: N/A
Max: N/A
---
",1,AWS Resource Tagging Standard v1.0.0,https://docs.aws.amazon.com/securityhub/latest/userguide/iam-controls.html#iam-24,Identify > Inventory > Tagging,AWS::IAM::Role,tagged-iam-role (custom Security Hub rule),Change triggered,"To add tags to an IAM role, see Tagging IAM resources in the IAM User Guide."
IAM.25,IAM users should be tagged,"This control checks whether an AWS Identity and Access Management (IAM) user has tags with the specific keys defined in the parameter requiredTagKeys. The control fails if the user doesn’t have any tag keys or if it doesn’t have all the keys specified in the parameter requiredTagKeys. If the parameter requiredTagKeys isn't provided, the control only checks for the existence of a tag key and fails if the user isn't tagged with any key. System tags, which are automatically applied and begin with aws:, are ignored.",LOW,AVAILABLE,https://docs.aws.amazon.com/console/securityhub/IAM.25/remediation,"Parameter: requiredTagKeys
Description: List of non-system tag keys that the evaluated resource must contain. Tag keys are case sensitive.
Type: StringList
Default Value: N/A
Min: N/A
Max: N/A
---
",1,AWS Resource Tagging Standard v1.0.0,https://docs.aws.amazon.com/securityhub/latest/userguide/iam-controls.html#iam-25,Identify > Inventory > Tagging,AWS::IAM::User,tagged-iam-user (custom Security Hub rule),Change triggered,"To add tags to an IAM user, see Tagging IAM resources in the IAM User Guide."
